epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
183,227,112,7,2,0,4,---c,----,000,1,1,0,1478,1478
214,224,39,3,2,0,2,-c,--,000,1,1,0,1478,1478
190,225,98,6,2,0,3,--c,---,000,1,1,0,1478,1478
232,227,9,1,2,0,2,-c,--,000,1,1,0,1478,1478
232,227,10,1,2,0,2,-c,--,000,1,1,0,1478,1478
174,226,134,8,2,0,4,---c,----,000,1,1,0,1478,1478
190,226,99,6,2,0,3,--c,---,000,1,1,0,1478,1478
190,226,100,6,2,0,3,--c,---,000,1,1,0,1478,1478
190,226,101,6,2,0,3,--c,---,000,1,1,0,1478,1478
190,226,102,6,2,0,3,--c,---,000,1,1,0,1478,1478
183,227,113,7,2,0,4,---c,----,000,1,1,0,1478,1478
159,229,174,10,2,0,5,c---c,-----,000,1,1,0,1478,1478
183,227,114,7,2,0,4,---c,----,000,1,1,0,1478,1478
202,229,1023,5,2,0,3,--c,---,000,2,1,1,1180,590
174,226,135,8,2,0,4,---c,----,000,1,1,0,1478,1478
174,226,136,8,2,0,4,---c,----,000,1,1,0,1478,1478
174,226,137,8,2,0,4,---c,----,000,1,1,0,1478,1478
174,226,138,8,2,0,4,---c,----,000,1,1,0,1478,1478
174,226,139,8,2,0,4,---c,----,000,1,1,0,1478,1478
174,226,140,8,2,0,4,---c,----,000,1,1,0,1478,1478
174,226,141,8,2,0,4,---c,----,000,1,1,0,1478,1478
174,226,142,8,2,0,4,---c,----,000,1,1,0,1478,1478
174,226,143,8,2,0,4,---c,----,000,1,1,0,1478,1478
174,227,144,8,2,0,4,---c,----,000,1,1,0,1478,1478
174,227,145,8,2,0,4,---c,----,000,1,1,0,1478,1478
184,228,115,7,2,0,4,---c,----,000,1,1,0,1478,1478
184,228,116,7,2,0,4,---c,----,000,1,1,0,1478,1478
174,227,146,8,2,0,4,---c,----,000,1,1,0,1478,1478
209,228,54,4,2,0,2,-c,--,000,1,1,0,1478,1478
209,228,55,4,2,0,2,-c,--,000,1,1,0,1478,1478
174,227,147,8,2,0,4,---c,----,000,1,1,0,1478,1478
209,228,56,4,2,0,2,-c,--,000,1,1,0,1478,1478
209,228,57,4,2,0,2,-c,--,000,1,1,0,1478,1478
174,227,148,8,2,0,4,---c,----,000,1,1,0,1478,1478
174,227,149,8,2,0,4,---c,----,000,1,1,0,1478,1478
174,227,150,8,2,0,4,---c,----,000,1,1,0,1478,1478
174,227,151,8,2,0,4,---c,----,000,1,1,0,1478,1478
166,227,163,9,2,0,5,----c,-----,000,1,1,0,1478,1478
159,229,175,10,2,0,5,c---c,-----,000,1,1,0,1478,1478
209,228,58,4,2,0,2,-c,--,000,1,1,0,1478,1478
166,227,164,9,2,0,5,----c,-----,000,1,1,0,1478,1478
166,227,165,9,2,0,5,----c,-----,000,1,1,0,1478,1478
209,228,59,4,2,0,2,-c,--,000,1,1,0,1478,1478
166,227,166,9,2,0,5,----c,-----,000,1,1,0,1478,1478
151,229,187,11,2,0,6,-c---c,------,000,1,1,0,1478,1478
209,228,60,4,2,0,2,-c,--,000,1,1,0,1478,1478
166,227,167,9,2,0,5,----c,-----,000,1,1,0,1478,1478
209,228,61,4,2,0,2,-c,--,000,1,1,0,1478,1478
166,227,168,9,2,0,5,----c,-----,000,1,1,0,1478,1478
166,227,169,9,2,0,5,----c,-----,000,1,1,0,1478,1478
166,227,170,9,2,0,5,----c,-----,000,1,1,0,1478,1478
217,229,33,3,2,0,2,-c,--,000,1,1,0,1478,1478
234,229,1,1,2,0,2,cc,--,000,1,1,0,1478,1478
191,230,1023,6,2,0,3,--c,---,000,6,1,5,3540,590
209,228,62,4,2,0,2,-c,--,000,1,1,0,1478,1478
217,229,34,3,2,0,2,-c,--,000,1,1,0,1478,1478
217,229,35,3,2,0,2,-c,--,000,1,1,0,1478,1478
151,229,188,11,2,0,6,-c---c,------,000,1,1,0,1478,1478
151,229,189,11,2,0,6,-c---c,------,000,1,1,0,1478,1478
168,231,1023,9,2,0,5,----c,-----,000,7,2,5,4130,1180
191,228,95,6,2,0,3,--c,---,000,1,1,0,1478,1478
191,229,96,6,2,0,3,--c,---,000,1,1,0,1478,1478
153,229,183,11,2,0,6,-----c,------,000,1,1,0,1478,1478
153,229,184,11,2,0,6,-----c,------,000,1,1,0,1478,1478
153,229,185,11,2,0,6,-----c,------,000,1,1,0,1478,1478
153,229,186,11,2,0,6,-----c,------,000,1,1,0,1478,1478
161,229,171,10,2,0,5,----c,-----,000,1,1,0,1478,1478
234,229,2,1,2,0,2,cc,--,000,1,1,0,1478,1478
201,229,73,5,2,0,3,--c,---,000,1,1,0,1478,1478
175,230,134,8,2,0,4,---c,----,000,1,1,0,1478,1478
191,229,97,6,2,0,3,--c,---,000,1,1,0,1478,1478
161,229,172,10,2,0,5,----c,-----,000,1,1,0,1478,1478
217,229,36,3,2,0,2,-c,--,000,1,1,0,1478,1478
217,229,37,3,2,0,2,-c,--,000,1,1,0,1478,1478
234,229,3,1,2,0,2,cc,--,000,1,1,0,1478,1478
201,229,74,5,2,0,3,--c,---,000,1,1,0,1478,1478
201,229,75,5,2,0,3,--c,---,000,1,1,0,1478,1478
201,229,76,5,2,0,3,--c,---,000,1,1,0,1478,1478
201,229,77,5,2,0,3,--c,---,000,1,1,0,1478,1478
201,229,78,5,2,0,3,--c,---,000,1,1,0,1478,1478
201,229,79,5,2,0,3,--c,---,000,1,1,0,1478,1478
234,229,4,1,2,0,2,cc,--,000,1,1,0,1478,1478
201,229,80,5,2,0,3,--c,---,000,1,1,0,1478,1478
234,229,5,1,2,0,2,cc,--,000,1,1,0,1478,1478
175,230,135,8,2,0,4,---c,----,000,1,1,0,1478,1478
201,229,81,5,2,0,3,--c,---,000,1,1,0,1478,1478
201,229,82,5,2,0,3,--c,---,000,1,1,0,1478,1478
201,229,83,5,2,0,3,--c,---,000,1,1,0,1478,1478
175,230,136,8,2,0,4,---c,----,000,1,1,0,1478,1478
201,229,84,5,2,0,3,--c,---,000,1,1,0,1478,1478
201,229,85,5,2,0,3,--c,---,000,1,1,0,1478,1478
161,229,173,10,2,0,5,----c,-----,000,1,1,0,1478,1478
185,229,110,7,2,0,4,---c,----,000,1,1,0,1478,1478
175,230,137,8,2,0,4,---c,----,000,1,1,0,1478,1478
185,230,111,7,2,0,4,---c,----,000,1,1,0,1478,1478
185,230,112,7,2,0,4,---c,----,000,1,1,0,1478,1478
185,230,113,7,2,0,4,c--c,----,000,1,1,0,1478,1478
185,230,114,7,2,0,4,c--c,----,000,1,1,0,1478,1478
175,230,138,8,2,0,4,---c,----,000,1,1,0,1478,1478
234,229,6,1,2,0,2,cc,--,000,1,1,0,1478,1478
185,230,115,7,2,0,4,c--c,----,000,1,1,0,1478,1478
185,230,116,7,2,0,4,c--c,----,000,1,1,0,1478,1478
191,230,98,6,2,0,3,--c,---,000,1,1,0,1478,1478
161,230,174,10,2,0,5,-c--c,-----,000,1,1,0,1478,1478
184,228,117,7,2,0,4,---c,----,000,1,1,0,1478,1478
175,230,139,8,2,0,4,---c,----,000,1,1,0,1478,1478
184,228,118,7,2,0,4,---c,----,000,1,1,0,1478,1478
175,230,140,8,2,0,4,---c,----,000,1,1,0,1478,1478
234,229,7,1,2,0,2,cc,--,000,1,1,0,1478,1478
175,230,141,8,2,0,4,---c,----,000,1,1,0,1478,1478
175,230,142,8,2,0,4,---c,----,000,1,1,0,1478,1478
175,230,143,8,2,0,4,-c-c,----,000,1,1,0,1478,1478
175,230,144,8,2,0,4,---c,----,000,1,1,0,1478,1478
234,229,8,1,2,0,2,cc,--,000,1,1,0,1478,1478
161,230,175,10,2,0,5,-c--c,-----,000,1,1,0,1478,1478
175,230,145,8,2,0,4,---c,----,000,1,1,0,1478,1478
234,230,9,1,2,0,2,cc,--,000,1,1,0,1478,1478
234,230,10,1,2,0,2,cc,--,000,1,1,0,1478,1478
175,230,146,8,2,0,4,---c,----,000,1,1,0,1478,1478
175,230,147,8,2,0,4,---c,----,000,1,1,0,1478,1478
175,230,148,8,2,0,4,---c,----,000,1,1,0,1478,1478
153,231,1023,11,2,0,6,--c--c,------,000,1,1,0,590,590
175,230,149,8,2,0,4,---c,----,000,1,1,0,1478,1478
153,231,187,11,2,0,6,--c--c,------,000,1,1,0,1478,1478
175,230,150,8,2,0,4,---c,----,000,1,1,0,1478,1478
153,231,188,11,2,0,6,-cc--c,------,000,1,1,0,1478,1478
176,230,151,8,2,0,4,---c,----,000,1,1,0,1478,1478
167,230,163,9,2,0,5,----c,-----,000,1,1,0,1478,1478
153,231,189,11,2,0,6,--c--c,------,000,1,1,0,1478,1478
167,230,164,9,2,0,5,----c,-----,000,1,1,0,1478,1478
167,230,165,9,2,0,5,----c,-----,000,1,1,0,1478,1478
167,230,166,9,2,0,5,----c,-----,000,1,1,0,1478,1478
188,231,1023,7,2,0,4,---c,----,000,2,1,1,1180,590
167,231,167,9,2,0,5,----c,-----,000,1,1,0,1478,1478
155,231,183,11,2,0,6,-----c,------,000,1,1,0,1478,1478
211,230,54,4,2,0,2,-c,--,000,1,1,0,1478,1478
211,230,55,4,2,0,2,-c,--,000,1,1,0,1478,1478
167,231,168,9,2,0,5,----c,-----,000,1,1,0,1478,1478
211,230,56,4,2,0,2,-c,--,000,1,1,0,1478,1478
211,230,57,4,2,0,2,-c,--,000,1,1,0,1478,1478
167,231,169,9,2,0,5,----c,-----,000,1,1,0,1478,1478
168,231,170,9,2,0,5,----c,-----,000,1,1,0,1478,1478
219,231,33,3,2,0,2,-c,--,000,1,1,0,1478,1478
211,230,58,4,2,0,2,-c,--,000,1,1,0,1478,1478
219,231,34,3,2,0,2,-c,--,000,1,1,0,1478,1478
219,231,35,3,2,0,2,-c,--,000,1,1,0,1478,1478
211,230,59,4,2,0,2,-c,--,000,1,1,0,1478,1478
211,231,60,4,2,0,2,-c,--,000,1,1,0,1478,1478
211,231,61,4,2,0,2,-c,--,000,1,1,0,1478,1478
211,231,62,4,2,0,2,-c,--,000,1,1,0,1478,1478
236,231,1,1,2,0,2,-c,--,000,1,1,0,1478,1478
220,230,36,3,2,0,2,-c,--,000,1,1,0,1478,1478
220,230,37,3,2,0,2,-c,--,000,1,1,0,1478,1478
217,229,38,3,2,0,2,-c,--,000,1,1,0,1478,1478
193,231,95,6,2,0,3,--c,---,000,1,1,0,1478,1478
203,230,73,5,2,0,3,--c,---,000,1,1,0,1478,1478
193,231,96,6,2,0,3,--c,---,000,1,1,0,1478,1478
203,230,74,5,2,0,3,--c,---,000,1,1,0,1478,1478
236,230,2,1,2,0,2,-c,--,000,1,1,0,1478,1478
203,230,75,5,2,0,3,--c,---,000,1,1,0,1478,1478
203,230,76,5,2,0,3,--c,---,000,1,1,0,1478,1478
203,230,77,5,2,0,3,--c,---,000,1,1,0,1478,1478
203,230,78,5,2,0,3,--c,---,000,1,1,0,1478,1478
203,230,79,5,2,0,3,--c,---,000,1,1,0,1478,1478
193,230,97,6,2,0,3,--c,---,000,1,1,0,1478,1478
203,230,80,5,2,0,3,--c,---,000,1,1,0,1478,1478
236,230,3,1,2,0,2,-c,--,000,1,1,0,1478,1478
203,230,81,5,2,0,3,--c,---,000,1,1,0,1478,1478
203,230,82,5,2,0,3,--c,---,000,1,1,0,1478,1478
203,230,83,5,2,0,3,--c,---,000,1,1,0,1478,1478
177,230,134,8,2,0,4,---c,----,000,1,1,0,1478,1478
203,231,84,5,2,0,3,--c,---,000,1,1,0,1478,1478
236,230,4,1,2,0,2,-c,--,000,1,1,0,1478,1478
187,231,110,7,2,0,4,---c,----,000,1,1,0,1478,1478
203,231,85,5,2,0,3,--c,---,000,1,1,0,1478,1478
193,231,98,6,2,0,3,--c,---,000,1,1,0,1478,1478
155,231,184,11,2,0,6,-----c,------,000,1,1,0,1478,1478
236,230,5,1,2,0,2,-c,--,000,1,1,0,1478,1478
177,230,135,8,2,0,4,---c,----,000,1,1,0,1478,1478
155,230,185,11,2,0,6,-----c,------,000,1,1,0,1478,1478
177,231,136,8,2,0,4,---c,----,000,1,1,0,1478,1478
187,231,111,7,2,0,4,---c,----,000,1,1,0,1478,1478
177,231,137,8,2,0,4,---c,----,000,1,1,0,1478,1478
187,231,112,7,2,0,4,---c,----,000,1,1,0,1478,1478
191,230,99,6,2,0,3,--c,---,000,1,1,0,1478,1478
191,230,100,6,2,0,3,--c,---,000,1,1,0,1478,1478
191,230,101,6,2,0,3,--c,---,000,1,1,0,1478,1478
155,230,186,11,2,0,6,-----c,------,000,1,1,0,1478,1478
163,230,171,10,2,0,5,----c,-----,000,1,1,0,1478,1478
236,231,6,1,2,0,2,-c,--,000,1,1,0,1478,1478
177,231,138,8,2,0,4,---c,----,000,1,1,0,1478,1478
187,231,113,7,2,0,4,---c,----,000,1,1,0,1478,1478
177,231,139,8,2,0,4,---c,----,000,1,1,0,1478,1478
187,231,114,7,2,0,4,---c,----,000,1,1,0,1478,1478
177,231,140,8,2,0,4,---c,----,000,1,1,0,1478,1478
177,231,141,8,2,0,4,---c,----,000,1,1,0,1478,1478
236,231,7,1,2,0,2,-c,--,000,1,1,0,1478,1478
177,231,142,8,2,0,4,---c,----,000,1,1,0,1478,1478
163,230,172,10,2,0,5,----c,-----,000,1,1,0,1478,1478
177,231,143,8,2,0,4,---c,----,000,1,1,0,1478,1478
177,231,144,8,2,0,4,---c,----,000,1,1,0,1478,1478
177,231,145,8,2,0,4,---c,----,000,1,1,0,1478,1478
236,231,8,1,2,0,2,-c,--,000,1,1,0,1478,1478
177,231,146,8,2,0,4,---c,----,000,1,1,0,1478,1478
177,231,147,8,2,0,4,---c,----,000,1,1,0,1478,1478
163,231,173,10,2,0,5,----c,-----,000,1,1,0,1478,1478
177,231,148,8,2,0,4,---c,----,000,1,1,0,1478,1478
187,231,115,7,2,0,4,---c,----,000,1,1,0,1478,1478
236,231,9,1,2,0,2,-c,--,000,1,1,0,1478,1478
177,231,149,8,2,0,4,---c,----,000,1,1,0,1478,1478
187,231,116,7,2,0,4,---c,----,000,1,1,0,1478,1478
236,231,10,1,2,0,2,-c,--,000,1,1,0,1478,1478
177,231,150,8,2,0,4,---c,----,000,1,1,0,1478,1478
187,231,117,7,2,0,4,---c,----,000,1,1,0,1478,1478
177,231,151,8,2,0,4,---c,----,000,1,1,0,1478,1478
187,231,118,7,2,0,4,---c,----,000,1,1,0,1478,1478
164,231,1023,10,2,0,5,----c,-----,000,3,1,2,1770,590
163,231,174,10,2,0,5,----c,-----,000,1,1,0,1478,1478
169,231,163,9,2,0,5,----c,-----,000,1,1,0,1478,1478
169,231,164,9,2,0,5,----c,-----,000,1,1,0,1478,1478
169,231,165,9,2,0,5,----c,-----,000,1,1,0,1478,1478
169,231,166,9,2,0,5,----c,-----,000,1,1,0,1478,1478
169,231,167,9,2,0,5,----c,-----,000,1,1,0,1478,1478
163,231,175,10,2,0,5,----c,-----,000,1,1,0,1478,1478
169,231,168,9,2,0,5,----c,-----,000,1,1,0,1478,1478
169,232,169,9,2,0,5,----c,-----,000,1,1,0,1478,1478
169,232,170,9,2,0,5,----c,-----,000,1,1,0,1478,1478
155,231,187,11,2,0,6,-----c,------,000,1,1,0,1478,1478
155,231,188,11,2,0,6,-----c,------,000,1,1,0,1478,1478
155,231,189,11,2,0,6,-----c,------,000,1,1,0,1478,1478
195,232,95,6,2,0,3,--c,---,000,1,1,0,1478,1478
195,232,96,6,2,0,3,--c,---,000,1,1,0,1478,1478
195,232,97,6,2,0,3,--c,---,000,1,1,0,1478,1478
179,232,134,8,2,0,4,---c,----,000,1,1,0,1478,1478
195,232,98,6,2,0,3,--c,---,000,1,1,0,1478,1478
179,232,135,8,2,0,4,---c,----,000,1,1,0,1478,1478
179,232,136,8,2,0,4,---c,----,000,1,1,0,1478,1478
195,232,99,6,2,0,3,--c,---,000,1,1,0,1478,1478
179,232,137,8,2,0,4,---c,----,000,1,1,0,1478,1478
195,232,100,6,2,0,3,--c,---,000,1,1,0,1478,1478
179,232,138,8,2,0,4,---c,----,000,1,1,0,1478,1478
179,232,139,8,2,0,4,---c,----,000,1,1,0,1478,1478
179,232,140,8,2,0,4,---c,----,000,1,1,0,1478,1478
179,232,141,8,2,0,4,---c,----,000,1,1,0,1478,1478
179,232,142,8,2,0,4,---c,----,000,1,1,0,1478,1478
179,232,143,8,2,0,4,---c,----,000,1,1,0,1478,1478
179,232,144,8,2,0,4,---c,----,000,1,1,0,1478,1478
179,232,145,8,2,0,4,---c,----,000,1,1,0,1478,1478
179,232,146,8,2,0,4,---c,----,000,1,1,0,1478,1478
179,232,147,8,2,0,4,---c,----,000,1,1,0,1478,1478
179,232,148,8,2,0,4,---c,----,000,1,1,0,1478,1478
179,232,149,8,2,0,4,---c,----,000,1,1,0,1478,1478
